drugbank_id,ATC,Name,Description,Indication,SMILES,blocks
DB00945,A01AD05,acetylsalicylic acid,"Also known as _Aspirin_, acetylsalicylic acid (ASA) is a commonly used drug for the treatment of pain and fever due to various causes. Acetylsalicylic acid has both anti-inflammatory and antipyretic effects.  This drug also inhibits platelet aggregation and is used in the prevention of blood clots stroke, and myocardial infarction (MI) [FDA label].  

Interestingly, the results of various studies have demonstrated that long-term use of acetylsalicylic acid may decrease the risk of various cancers, including colorectal, esophageal, breast, lung, prostate, liver and skin cancer [A177325]. Aspirin is classified as a _non-selective cyclooxygenase (COX) inhibitor_ [A32682, A177268] and is available in many doses and forms, including chewable tablets, suppositories, extended release formulations, and others [L5968]. 

Acetylsalicylic acid is a very common cause of accidental poisoning in young children. It should be kept out of reach from young children, toddlers, and infants [FDA label].","**Pain, fever, and inflammation**

Acetylsalicylic acid (ASA), in the regular tablet form (immediate-release), is indicated to relieve pain, fever, and inflammation associated with many conditions, including the flu, the common cold, neck and back pain, dysmenorrhea, headache, tooth pain, sprains, fractures, myositis, neuralgia, synovitis, arthritis, bursitis, burns, and various injuries. It is also used for symptomatic pain relief after surgical and dental procedures [FDA label]. 

The _extra strength_ formulation of acetylsalicylic acid is also indicated for the management migraine pain with photophobia (sensitivity to light) and phonophobia (sensitivity to sound)[FDA label].

**Other indications**

ASA is also indicated for various other purposes, due to its ability to inhibit platelet aggregation. These include: 

Reducing the risk of cardiovascular death in suspected cases of myocardial infarction (MI) [FDA label]. 

Reducing the risk of a first non-fatal myocardial infarction in patients, and for reducing the risk of morbidity and mortality in cases of unstable angina and in those who have had a prior myocardial infarction [FDA label].

For reducing the risk of transient ischemic attacks (TIA) and to prevent atherothrombotic cerebral infarction (in conjunction with other treatments) [FDA label].

For the prevention of thromboembolism after hip replacement surgery [FDA label]. 

For decreasing platelet to platelet adhesion following carotid endarterectomy, aiding in the prevention of transient ischemic attacks (TIA) [FDA label].

Used for patients undergoing hemodialysis with a silicone rubber arteriovenous cannula inserted to prevent thrombosis at the insertion site [FDA Label]. 

**Important note regarding use of the extended-release formulation [F4405]**

In the setting of acute myocardial infarction, or before percutaneous interventions, the extended-release form of acetylsalicylic acid should not be used. Use immediate-release formulations in scenarios requiring rapid onset of action [Label, F4405]. The extended-release form is taken to decrease the incidence of mortality and myocardial infarction (MI) for individuals diagnosed with chronic coronary artery disease (CAD), including patients with previous myocardial infarction (MI) or unstable angina or with chronic stable angina. Additionally, the extended-release form is used to decrease the risk of death and recurrent episodes of stroke in patients with a history of stroke or TIA [F4405].


 ",CC(=O)OC1=CC=CC=C1C(O)=O,[]
DB01025,A01AD07,amlexanox,"Amlexanox is an antiallergic drug, clinically effective for atopic diseases, especially allergic asthma and rhinitis. Amlexanox as a topical paste is a well tolerated treatment of recurrent aphthous ulcers. Recurrent aphthous ulcer (RAU) is the most prevalent oral mucosal disease in humans, estimated to affect between 5% and 50% of the general population.",Used as a paste in the mouth to treat aphthous ulcers (canker sores). ,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1,[]
DB09481,A02AA01,magnesium carbonate,"Magnesium carbonate, also known as magnesite, is a common over the counter remedy for heartburn and upset stomach caused by overproduction of acid in the stomach [FDA Label].",Used as an over the counter antacid [L593].,[Mg++].[O-]C([O-])=O,[]
DB01377,A02AA02,magnesium oxide,Magnesium oxide is an inorganic compound that occurs in nature as the mineral periclase. In aqueous media combines quickly with water to form magnesium hydroxide. It is used as an antacid and mild laxative and has many nonmedicinal uses.,"Indicated for over-the-counter use as a supplement for cardiovascular and neuromuscular health, and as an antacid for relief of acid indigestion and upset stomach.",[O--].[Mg++],[]
DB09104,A02AA04,magnesium hydroxide,"Magnesium hydroxide is an inorganic compound. It is naturally found as the mineral brucite. Magnesium hydroxide can be used as an antacid or a laxative in either an oral liquid suspension or chewable tablet form. 
Additionally, magnesium hydroxide has smoke suppressing and flame retardant properties and is thus used commercially as a fire retardant. 
It can also be used topically as a deodorant or for the relief of canker sores (aphthous ulcers).","Magnesium hydroxide can be used as an antacid or a laxative depending on the administered dose.

As an antacid, it is used for the temporary relief of heartburn, upset stomach, sour stomach or acid indigestion.

As a laxative, it is used for the relief of occasional constipation by promoting bowel movements for 30 minutes and up to 6 hours.
",[OH-].[OH-].[Mg++],[]
DB13249,A02AA05,magnesium silicate,"Magnesium silicate is a compound of magnesium oxide and silicon. It is the magnesium salt of silicic acid containing an unspecified amount of water. The molecular formula can be expressed more clearly as MgSiO3.xH2O.[T186] It is known as talc and it presents many uses in the cosmetic industry, food industry and pharmaceutical industry.[L2603] Under the FDA, magnesium silicate is determined as a member of the substances generally recognized as safe (GRAS) to be used as an anticaking agent.[L2605]","Magnesium silicate is used to absorb moisture, prevent caking, and to improve the feel of a product. In the pharmaceutical companies, it is used as a dietary supplement, as part of the formulation ingredients in drug production, in antacid and antiulcer preparations, as a component of antiepileptic drugs, in antifungal topical agents and in the treatment of acne and as a facial moisturizer.[L2603] 

When complexed with arginine, magnesium silicate can be used as an antiatherosclerotic agent and to promote bone and cartilage formation in mammals.[T186]",[O--].[O--].[O--].[Mg++].[Si+4],[]
DB06723,A02AB01,aluminium hydroxide,Aluminum hydroxide is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects.,For relief of heartburn and acid indigestion. ,[OH-].[OH-].[OH-].[Al+3],[]
DB06723,A02AB02,algeldrate,Aluminum hydroxide is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects.,For relief of heartburn and acid indigestion. ,[OH-].[OH-].[OH-].[Al+3],[]
DB14517,A02AB03,aluminium phosphate,,,[Al+3].[O-]P([O-])([O-])=O,[]
DB06724,A02AC01,calcium carbonate,Calcium carbonate is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects. Calcium carbonate may also be used as a nutritional supplement or to treat hypocalcemia.,For relief of heartburn and acid indigestion. May also be used as a nutritional supplement or to treat hypocalcemia. ,[Ca++].[O-]C([O-])=O,[]
DB08938,A02AD02,magaldrate,"Magaldrate is an antacid drug used for the treatment of esophagitis, duodenal and gastric ulcers, and gastroesophageal reflux. Magaldrate has been discontinued in the US market.",,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,[]
DB06723,A02AD03,almagate,Aluminum hydroxide is an inorganic salt used as an antacid. It is a basic compound that acts by neutralizing hydrochloric acid in gastric secretions. Subsequent increases in pH may inhibit the action of pepsin. An increase in bicarbonate ions and prostaglandins may also confer cytoprotective effects.,For relief of heartburn and acid indigestion. ,[OH-].[OH-].[OH-].[Al+3],[]
DB13322,A02AD04,hydrotalcite,,,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O,[]
DB13595,A02AD05,almasilate,"Almasilate is a buffering antacid that has been used in peptic ulcers and dyspepsia. It is a crystalline polyhydrate of aluminium/magnesium silicate and mediates its buffering activity by binding hydrogen ions within the polymer. However its therapeutic efficacy is not comparable to other approved antacids, as it is no more effective in neutralizing acid and binding bile salts than other conventional antacids [A27138].

Given that there are generally more widely available conventional antacids that are just as - if not more - effective than almasilate, almasilate products are only available in certain parts of Europe and/or Asia.","Almasilate is indicated for use as an antacid for the neutralization of excess stomach acid [F25]. It is subsequently also used for the symptomatic treatment of diseases where it is necessary to neutralize acid in the stomach, for example, for treating stomach and duodenal ulcers or heartburn and stomach conditions caused by excess stomach acid [F25].",O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],[]
DB08938,A02AF01,magaldrate and antiflatulents,"Magaldrate is an antacid drug used for the treatment of esophagitis, duodenal and gastric ulcers, and gastroesophageal reflux. Magaldrate has been discontinued in the US market.",,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,[]
DB00501,A02BA01,cimetidine,"A histamine congener, it competitively inhibits histamine binding to histamine H2 receptors. Cimetidine has a range of pharmacological actions. It inhibits gastric acid secretion, as well as pepsin and gastrins output. It also blocks the activity of cytochrome P-450 which might explain proposals for use in neoadjuvant therapy.","For the treatment and the management of acid-reflux disorders (GERD), peptic ulcer disease, heartburn, and acid indigestion.",CN\C(NCCSCC1=C(C)NC=N1)=N\C#N,['[3*]c1nc[nH]c1C^[2*]CSCCN[1*]^[3*]/C(=N\\C#N)NC']
